SKU Code,Store_Code,BSQ
SKU_0005,STORE_10,2
SKU_0005,STORE_11,2
SKU_0005,STORE_13,2
SKU_0005,STORE_14,1
SKU_0006,STORE_01,1
SKU_0006,STORE_02,2
SKU_0006,STORE_04,2
SKU_0006,STORE_05,1
SKU_0006,STORE_06,1
SKU_0006,STORE_07,2
SKU_0006,STORE_15,2
SKU_0006,STORE_08,1
SKU_0006,STORE_09,1
SKU_0006,STORE_16,2
SKU_0006,STORE_10,2
SKU_0006,STORE_11,1
SKU_0006,STORE_13,1
SKU_0006,STORE_14,1
SKU_0007,STORE_01,1
SKU_0007,STORE_02,1
SKU_0007,STORE_03,2
SKU_0007,STORE_04,1
SKU_0007,STORE_05,2
SKU_0007,STORE_06,2
SKU_0007,STORE_07,1
SKU_0007,STORE_15,1
SKU_0007,STORE_08,1
SKU_0007,STORE_09,1
SKU_0007,STORE_16,2
SKU_0007,STORE_10,1
SKU_0007,STORE_11,1
SKU_0007,STORE_12,1
SKU_0007,STORE_13,1
SKU_0007,STORE_17,2
SKU_0007,STORE_14,1
SKU_0008,STORE_01,1
SKU_0008,STORE_02,2
SKU_0008,STORE_03,2
SKU_0008,STORE_04,2
SKU_0008,STORE_05,2
SKU_0008,STORE_06,1
SKU_0008,STORE_07,2
SKU_0008,STORE_15,2
SKU_0008,STORE_08,1
SKU_0008,STORE_09,2
SKU_0008,STORE_16,1
SKU_0008,STORE_10,1
SKU_0008,STORE_11,1
SKU_0008,STORE_12,2
SKU_0008,STORE_13,1
SKU_0008,STORE_17,1
SKU_0008,STORE_14,1
SKU_0009,STORE_01,2
SKU_0009,STORE_02,1
SKU_0009,STORE_03,2
SKU_0009,STORE_04,2
SKU_0009,STORE_05,2
SKU_0009,STORE_06,1
SKU_0009,STORE_07,2
SKU_0009,STORE_15,2
SKU_0009,STORE_08,1
SKU_0009,STORE_09,1
SKU_0009,STORE_16,1
SKU_0009,STORE_10,1
SKU_0009,STORE_11,2
SKU_0009,STORE_12,1
SKU_0009,STORE_13,2
SKU_0009,STORE_17,1
SKU_0009,STORE_14,1
SKU_0010,STORE_01,1
SKU_0010,STORE_02,1
SKU_0010,STORE_03,2
SKU_0010,STORE_04,2
SKU_0010,STORE_05,2
SKU_0010,STORE_06,3
SKU_0010,STORE_07,1
SKU_0010,STORE_15,2
SKU_0010,STORE_08,1
SKU_0010,STORE_16,2
SKU_0010,STORE_10,1
SKU_0010,STORE_11,1
SKU_0010,STORE_12,1
SKU_0010,STORE_13,1
SKU_0010,STORE_17,1
SKU_0010,STORE_14,2
SKU_0011,STORE_01,1
SKU_0011,STORE_02,1
SKU_0011,STORE_03,1
SKU_0011,STORE_04,2
SKU_0011,STORE_05,1
SKU_0011,STORE_06,2
SKU_0011,STORE_07,1
SKU_0011,STORE_15,2
SKU_0011,STORE_08,2
SKU_0011,STORE_16,2
SKU_0011,STORE_10,1
SKU_0011,STORE_11,1
SKU_0011,STORE_12,1
SKU_0011,STORE_13,2
SKU_0011,STORE_17,1
SKU_0011,STORE_14,1
SKU_0012,STORE_01,2
SKU_0012,STORE_02,2
SKU_0012,STORE_03,2
SKU_0012,STORE_04,2
SKU_0012,STORE_05,1
SKU_0012,STORE_06,1
SKU_0012,STORE_07,2
SKU_0012,STORE_15,2
SKU_0012,STORE_08,1
SKU_0012,STORE_16,1
SKU_0012,STORE_10,2
SKU_0012,STORE_11,1
SKU_0012,STORE_12,1
SKU_0012,STORE_13,1
SKU_0012,STORE_17,2
SKU_0012,STORE_14,1
SKU_0013,STORE_01,2
SKU_0013,STORE_02,1
SKU_0013,STORE_03,2
SKU_0013,STORE_04,2
SKU_0013,STORE_05,1
SKU_0013,STORE_06,1
SKU_0013,STORE_07,2
SKU_0013,STORE_15,2
SKU_0013,STORE_08,1
SKU_0013,STORE_09,2
SKU_0013,STORE_16,1
SKU_0013,STORE_10,1
SKU_0013,STORE_11,1
SKU_0013,STORE_12,1
SKU_0013,STORE_13,1
SKU_0013,STORE_14,1
SKU_0014,STORE_01,1
SKU_0014,STORE_02,1
SKU_0014,STORE_03,2
SKU_0014,STORE_04,2
SKU_0014,STORE_05,1
SKU_0014,STORE_06,2
SKU_0014,STORE_07,1
SKU_0014,STORE_15,1
SKU_0014,STORE_08,2
SKU_0014,STORE_09,1
SKU_0014,STORE_16,2
SKU_0014,STORE_10,1
SKU_0014,STORE_11,2
SKU_0014,STORE_12,2
SKU_0014,STORE_13,1
SKU_0014,STORE_14,2
SKU_0015,STORE_01,1
SKU_0015,STORE_02,2
SKU_0015,STORE_03,2
SKU_0015,STORE_04,2
SKU_0015,STORE_05,2
SKU_0015,STORE_06,2
SKU_0015,STORE_07,2
SKU_0015,STORE_15,2
SKU_0015,STORE_08,2
SKU_0015,STORE_09,1
SKU_0015,STORE_16,2
SKU_0015,STORE_10,1
SKU_0015,STORE_11,1
SKU_0015,STORE_12,2
SKU_0015,STORE_13,2
SKU_0015,STORE_14,1
SKU_0016,STORE_01,2
SKU_0016,STORE_02,1
SKU_0016,STORE_03,2
SKU_0016,STORE_04,1
SKU_0016,STORE_05,2
SKU_0016,STORE_06,3
SKU_0016,STORE_07,2
SKU_0016,STORE_08,1
SKU_0016,STORE_09,3
SKU_0016,STORE_16,1
SKU_0016,STORE_10,2
SKU_0016,STORE_11,1
SKU_0016,STORE_12,2
SKU_0016,STORE_13,2
SKU_0016,STORE_17,2
SKU_0016,STORE_14,2
SKU_0017,STORE_01,2
SKU_0017,STORE_02,2
SKU_0017,STORE_03,1
SKU_0017,STORE_04,2
SKU_0017,STORE_05,2
SKU_0017,STORE_06,2
SKU_0017,STORE_07,2
SKU_0017,STORE_08,2
SKU_0017,STORE_09,1
SKU_0017,STORE_16,2
SKU_0017,STORE_10,1
SKU_0017,STORE_11,1
SKU_0017,STORE_12,2
SKU_0017,STORE_13,1
SKU_0017,STORE_17,2
SKU_0017,STORE_14,2
SKU_0018,STORE_01,2
SKU_0018,STORE_02,2
SKU_0018,STORE_03,2
SKU_0018,STORE_04,2
SKU_0018,STORE_05,1
SKU_0018,STORE_06,1
SKU_0018,STORE_07,2
SKU_0018,STORE_08,2
SKU_0018,STORE_09,1
SKU_0018,STORE_16,2
SKU_0018,STORE_10,1
SKU_0018,STORE_11,2
SKU_0018,STORE_12,2
SKU_0018,STORE_13,1
SKU_0018,STORE_17,1
SKU_0018,STORE_14,1
SKU_0019,STORE_01,4
SKU_0019,STORE_02,3
SKU_0019,STORE_05,4
SKU_0019,STORE_06,3
SKU_0019,STORE_07,2
SKU_0019,STORE_15,3
SKU_0019,STORE_08,4
SKU_0019,STORE_09,3
SKU_0019,STORE_16,4
SKU_0019,STORE_10,3
SKU_0019,STORE_11,4
SKU_0019,STORE_12,1
SKU_0019,STORE_13,4
SKU_0019,STORE_14,4
SKU_0020,STORE_01,2
SKU_0020,STORE_02,2
SKU_0020,STORE_03,1
SKU_0020,STORE_04,1
SKU_0020,STORE_05,2
SKU_0020,STORE_06,2
SKU_0020,STORE_07,2
SKU_0020,STORE_15,1
SKU_0020,STORE_08,1
SKU_0020,STORE_09,1
SKU_0020,STORE_16,1
SKU_0020,STORE_10,1
SKU_0020,STORE_11,1
SKU_0020,STORE_12,2
SKU_0020,STORE_13,2
SKU_0020,STORE_17,2
SKU_0020,STORE_14,2
SKU_0021,STORE_01,1
SKU_0021,STORE_02,2
SKU_0021,STORE_03,2
SKU_0021,STORE_04,1
SKU_0021,STORE_05,1
SKU_0021,STORE_06,2
SKU_0021,STORE_07,2
SKU_0021,STORE_15,1
SKU_0021,STORE_08,2
SKU_0021,STORE_09,2
SKU_0021,STORE_16,2
SKU_0021,STORE_10,1
SKU_0021,STORE_11,2
SKU_0021,STORE_12,2
SKU_0021,STORE_13,1
SKU_0021,STORE_17,2
SKU_0021,STORE_14,2
SKU_0022,STORE_01,1
SKU_0022,STORE_02,1
SKU_0022,STORE_03,1
SKU_0022,STORE_04,1
SKU_0022,STORE_05,2
SKU_0022,STORE_06,2
SKU_0022,STORE_07,2
SKU_0022,STORE_15,1
SKU_0022,STORE_08,2
SKU_0022,STORE_09,1
SKU_0022,STORE_16,2
SKU_0022,STORE_10,2
SKU_0022,STORE_11,1
SKU_0022,STORE_12,1
SKU_0022,STORE_13,1
SKU_0022,STORE_17,2
SKU_0022,STORE_14,1
SKU_0023,STORE_01,1
SKU_0023,STORE_02,2
SKU_0023,STORE_03,2
SKU_0023,STORE_04,2
SKU_0023,STORE_05,2
SKU_0023,STORE_06,2
SKU_0023,STORE_07,1
SKU_0023,STORE_15,2
SKU_0023,STORE_08,2
SKU_0023,STORE_09,2
SKU_0023,STORE_16,2
SKU_0023,STORE_10,1
SKU_0023,STORE_11,2
SKU_0023,STORE_12,2
SKU_0023,STORE_13,2
SKU_0023,STORE_17,1
SKU_0023,STORE_14,2
SKU_0024,STORE_01,2
SKU_0024,STORE_02,1
SKU_0024,STORE_03,1
SKU_0024,STORE_04,1
SKU_0024,STORE_05,1
SKU_0024,STORE_06,1
SKU_0024,STORE_07,2
SKU_0024,STORE_15,2
SKU_0024,STORE_08,2
SKU_0024,STORE_09,2
SKU_0024,STORE_16,2
SKU_0024,STORE_10,2
SKU_0024,STORE_11,2
SKU_0024,STORE_12,1
SKU_0024,STORE_13,1
SKU_0024,STORE_17,1
SKU_0024,STORE_14,2
SKU_0025,STORE_01,1
SKU_0025,STORE_02,2
SKU_0025,STORE_03,1
SKU_0025,STORE_04,1
SKU_0025,STORE_05,2
SKU_0025,STORE_06,1
SKU_0025,STORE_07,2
SKU_0025,STORE_15,2
SKU_0025,STORE_08,1
SKU_0025,STORE_09,1
SKU_0025,STORE_16,1
SKU_0025,STORE_10,2
SKU_0025,STORE_11,1
SKU_0025,STORE_12,1
SKU_0025,STORE_13,2
SKU_0025,STORE_17,2
SKU_0025,STORE_14,2
SKU_0026,STORE_01,1
SKU_0026,STORE_02,1
SKU_0026,STORE_03,2
SKU_0026,STORE_04,1
SKU_0026,STORE_05,1
SKU_0026,STORE_06,1
SKU_0026,STORE_07,2
SKU_0026,STORE_15,1
SKU_0026,STORE_08,1
SKU_0026,STORE_09,2
SKU_0026,STORE_16,2
SKU_0026,STORE_10,2
SKU_0026,STORE_11,1
SKU_0026,STORE_12,1
SKU_0026,STORE_13,2
SKU_0026,STORE_17,2
SKU_0026,STORE_14,2
SKU_0027,STORE_01,2
SKU_0027,STORE_02,1
SKU_0027,STORE_03,1
SKU_0027,STORE_04,2
SKU_0027,STORE_05,1
SKU_0027,STORE_06,1
SKU_0027,STORE_07,1
SKU_0027,STORE_15,1
SKU_0027,STORE_08,2
SKU_0027,STORE_09,2
SKU_0027,STORE_16,1
SKU_0027,STORE_10,2
SKU_0027,STORE_11,2
SKU_0027,STORE_12,1
SKU_0027,STORE_13,2
SKU_0027,STORE_17,1
SKU_0027,STORE_14,1
SKU_0028,STORE_01,2
SKU_0028,STORE_02,2
SKU_0028,STORE_03,1
SKU_0028,STORE_04,2
SKU_0028,STORE_05,1
SKU_0028,STORE_06,1
SKU_0028,STORE_07,2
SKU_0028,STORE_15,2
SKU_0028,STORE_08,2
SKU_0028,STORE_09,1
SKU_0028,STORE_16,2
SKU_0028,STORE_10,1
SKU_0028,STORE_11,1
SKU_0028,STORE_12,1
SKU_0028,STORE_13,1
SKU_0028,STORE_17,2
SKU_0028,STORE_14,2
SKU_0029,STORE_01,2
SKU_0029,STORE_02,1
SKU_0029,STORE_03,1
SKU_0029,STORE_04,2
SKU_0029,STORE_05,1
SKU_0029,STORE_06,2
SKU_0029,STORE_07,2
SKU_0029,STORE_15,1
SKU_0029,STORE_08,1
SKU_0029,STORE_09,1
SKU_0029,STORE_16,1
SKU_0029,STORE_10,1
SKU_0029,STORE_11,1
SKU_0029,STORE_12,1
SKU_0029,STORE_13,2
SKU_0029,STORE_17,2
SKU_0029,STORE_14,2
SKU_0030,STORE_01,2
SKU_0030,STORE_02,2
SKU_0030,STORE_03,1
SKU_0030,STORE_04,2
SKU_0030,STORE_05,1
SKU_0030,STORE_06,2
SKU_0030,STORE_07,1
SKU_0030,STORE_15,2
SKU_0030,STORE_08,1
SKU_0030,STORE_09,2
SKU_0030,STORE_16,2
SKU_0030,STORE_10,1
SKU_0030,STORE_11,2
SKU_0030,STORE_12,2
SKU_0030,STORE_13,1
SKU_0030,STORE_17,1
SKU_0030,STORE_14,1
SKU_0031,STORE_01,2
SKU_0031,STORE_02,1
SKU_0031,STORE_03,2
SKU_0031,STORE_04,2
SKU_0031,STORE_05,1
SKU_0031,STORE_06,1
SKU_0031,STORE_07,1
SKU_0031,STORE_15,1
SKU_0031,STORE_08,1
SKU_0031,STORE_09,1
SKU_0031,STORE_16,1
SKU_0031,STORE_10,1
SKU_0031,STORE_11,1
SKU_0031,STORE_12,1
SKU_0031,STORE_13,2
SKU_0031,STORE_17,1
SKU_0031,STORE_14,2
SKU_0032,STORE_01,2
SKU_0032,STORE_02,2
SKU_0032,STORE_03,2
SKU_0032,STORE_04,2
SKU_0032,STORE_05,1
SKU_0032,STORE_06,1
SKU_0032,STORE_07,1
SKU_0032,STORE_15,2
SKU_0032,STORE_08,2
SKU_0032,STORE_09,1
SKU_0032,STORE_16,2
SKU_0032,STORE_10,1
SKU_0032,STORE_11,1
SKU_0032,STORE_12,1
SKU_0032,STORE_13,2
SKU_0032,STORE_17,2
SKU_0032,STORE_14,2
SKU_0033,STORE_01,1
SKU_0033,STORE_02,1
SKU_0033,STORE_03,1
SKU_0033,STORE_04,1
SKU_0033,STORE_05,1
SKU_0033,STORE_06,1
SKU_0033,STORE_07,1
SKU_0033,STORE_15,1
SKU_0033,STORE_08,2
SKU_0033,STORE_09,2
SKU_0033,STORE_16,2
SKU_0033,STORE_10,1
SKU_0033,STORE_11,2
SKU_0033,STORE_12,2
SKU_0033,STORE_13,1
SKU_0033,STORE_17,1
SKU_0033,STORE_14,1
SKU_0034,STORE_01,2
SKU_0034,STORE_02,2
SKU_0034,STORE_03,1
SKU_0034,STORE_04,1
SKU_0034,STORE_05,2
SKU_0034,STORE_06,2
SKU_0034,STORE_07,2
SKU_0034,STORE_15,1
SKU_0034,STORE_08,2
SKU_0034,STORE_09,1
SKU_0034,STORE_16,2
SKU_0034,STORE_10,2
SKU_0034,STORE_11,1
SKU_0034,STORE_12,2
SKU_0034,STORE_13,2
SKU_0034,STORE_17,2
SKU_0034,STORE_14,1
SKU_0035,STORE_01,2
SKU_0035,STORE_02,1
SKU_0035,STORE_03,2
SKU_0035,STORE_04,1
SKU_0035,STORE_05,1
SKU_0035,STORE_06,1
SKU_0035,STORE_07,2
SKU_0035,STORE_15,1
SKU_0035,STORE_08,1
SKU_0035,STORE_09,1
SKU_0035,STORE_16,1
SKU_0035,STORE_10,1
SKU_0035,STORE_11,1
SKU_0035,STORE_12,1
SKU_0035,STORE_13,1
SKU_0035,STORE_17,2
SKU_0035,STORE_14,1
SKU_0036,STORE_01,2
SKU_0036,STORE_02,2
SKU_0036,STORE_03,1
SKU_0036,STORE_04,2
SKU_0036,STORE_05,1
SKU_0036,STORE_06,2
SKU_0036,STORE_07,1
SKU_0036,STORE_15,1
SKU_0036,STORE_08,1
SKU_0036,STORE_09,1
SKU_0036,STORE_16,2
SKU_0036,STORE_10,2
SKU_0036,STORE_11,2
SKU_0036,STORE_12,1
SKU_0036,STORE_13,1
SKU_0036,STORE_17,2
SKU_0036,STORE_14,1
SKU_0037,STORE_01,2
SKU_0037,STORE_02,1
SKU_0037,STORE_03,1
SKU_0037,STORE_04,2
SKU_0037,STORE_05,1
SKU_0037,STORE_06,2
SKU_0037,STORE_07,1
SKU_0037,STORE_15,2
SKU_0037,STORE_08,1
SKU_0037,STORE_09,2
SKU_0037,STORE_16,2
SKU_0037,STORE_10,1
SKU_0037,STORE_11,1
SKU_0037,STORE_12,1
SKU_0037,STORE_13,1
SKU_0037,STORE_17,2
SKU_0037,STORE_14,2
SKU_0038,STORE_01,1
SKU_0038,STORE_02,2
SKU_0038,STORE_03,1
SKU_0038,STORE_04,2
SKU_0038,STORE_05,1
SKU_0038,STORE_06,2
SKU_0038,STORE_07,2
SKU_0038,STORE_15,1
SKU_0038,STORE_08,2
SKU_0038,STORE_09,1
SKU_0038,STORE_16,2
SKU_0038,STORE_10,2
SKU_0038,STORE_11,1
SKU_0038,STORE_12,1
SKU_0038,STORE_13,2
SKU_0038,STORE_17,1
SKU_0038,STORE_14,1
SKU_0039,STORE_01,2
SKU_0039,STORE_02,1
SKU_0039,STORE_03,1
SKU_0039,STORE_04,2
SKU_0039,STORE_05,1
SKU_0039,STORE_06,1
SKU_0039,STORE_07,1
SKU_0039,STORE_15,2
SKU_0039,STORE_08,2
SKU_0039,STORE_09,2
SKU_0039,STORE_16,1
SKU_0039,STORE_10,1
SKU_0039,STORE_11,2
SKU_0039,STORE_12,1
SKU_0039,STORE_13,1
SKU_0039,STORE_17,2
SKU_0039,STORE_14,1
SKU_0040,STORE_01,2
SKU_0040,STORE_02,2
SKU_0040,STORE_03,1
SKU_0040,STORE_04,1
SKU_0040,STORE_05,2
SKU_0040,STORE_06,1
SKU_0040,STORE_07,2
SKU_0040,STORE_15,2
SKU_0040,STORE_08,2
SKU_0040,STORE_09,1
SKU_0040,STORE_16,1
SKU_0040,STORE_10,1
SKU_0040,STORE_11,1
SKU_0040,STORE_12,2
SKU_0040,STORE_13,1
SKU_0040,STORE_17,2
SKU_0040,STORE_14,2
SKU_0041,STORE_01,1
SKU_0041,STORE_02,2
SKU_0041,STORE_03,1
SKU_0041,STORE_04,2
SKU_0041,STORE_05,1
SKU_0041,STORE_06,2
SKU_0041,STORE_07,2
SKU_0041,STORE_15,2
SKU_0041,STORE_08,1
SKU_0041,STORE_09,2
SKU_0041,STORE_16,1
SKU_0041,STORE_10,1
SKU_0041,STORE_11,2
SKU_0041,STORE_12,1
SKU_0041,STORE_13,2
SKU_0041,STORE_17,2
SKU_0041,STORE_14,2
SKU_0042,STORE_01,1
SKU_0042,STORE_02,1
SKU_0042,STORE_03,2
SKU_0042,STORE_04,2
SKU_0042,STORE_05,1
SKU_0042,STORE_06,1
SKU_0042,STORE_07,2
SKU_0042,STORE_15,1
SKU_0042,STORE_08,2
SKU_0042,STORE_09,1
SKU_0042,STORE_16,1
SKU_0042,STORE_10,2
SKU_0042,STORE_11,1
SKU_0042,STORE_12,2
SKU_0042,STORE_13,1
SKU_0042,STORE_17,1
SKU_0042,STORE_14,1
SKU_0043,STORE_01,2
SKU_0043,STORE_02,2
SKU_0043,STORE_03,2
SKU_0043,STORE_04,1
SKU_0043,STORE_05,2
SKU_0043,STORE_06,1
SKU_0043,STORE_07,1
SKU_0043,STORE_15,1
SKU_0043,STORE_08,2
SKU_0043,STORE_09,1
SKU_0043,STORE_16,1
SKU_0043,STORE_10,2
SKU_0043,STORE_11,1
SKU_0043,STORE_12,2
SKU_0043,STORE_13,1
SKU_0043,STORE_17,1
SKU_0043,STORE_14,1
SKU_0044,STORE_01,1
SKU_0044,STORE_02,2
SKU_0044,STORE_03,1
SKU_0044,STORE_04,2
SKU_0044,STORE_05,2
SKU_0044,STORE_06,2
SKU_0044,STORE_07,2
SKU_0044,STORE_15,1
SKU_0044,STORE_08,1
SKU_0044,STORE_09,1
SKU_0044,STORE_16,1
SKU_0044,STORE_10,2
SKU_0044,STORE_11,2
SKU_0044,STORE_12,1
SKU_0044,STORE_13,2
SKU_0044,STORE_17,2
SKU_0044,STORE_14,2
SKU_0045,STORE_01,4
SKU_0045,STORE_02,1
SKU_0045,STORE_03,2
SKU_0045,STORE_04,4
SKU_0045,STORE_05,1
SKU_0045,STORE_06,3
SKU_0045,STORE_07,1
SKU_0045,STORE_15,2
SKU_0045,STORE_08,1
SKU_0045,STORE_09,3
SKU_0045,STORE_16,1
SKU_0045,STORE_10,2
SKU_0045,STORE_11,3
SKU_0045,STORE_12,1
SKU_0045,STORE_13,1
SKU_0045,STORE_17,2
SKU_0045,STORE_14,1
SKU_0046,STORE_01,1
SKU_0046,STORE_02,1
SKU_0046,STORE_03,1
SKU_0046,STORE_04,1
SKU_0046,STORE_05,2
SKU_0046,STORE_06,2
SKU_0046,STORE_07,2
SKU_0046,STORE_15,1
SKU_0046,STORE_08,1
SKU_0046,STORE_09,2
SKU_0046,STORE_16,2
SKU_0046,STORE_10,2
SKU_0046,STORE_11,2
SKU_0046,STORE_12,2
SKU_0046,STORE_13,2
SKU_0046,STORE_17,2
SKU_0046,STORE_14,1
SKU_0047,STORE_01,1
SKU_0047,STORE_02,1
SKU_0047,STORE_03,2
SKU_0047,STORE_04,2
SKU_0047,STORE_05,1
SKU_0047,STORE_06,2
SKU_0047,STORE_07,1
SKU_0047,STORE_15,4
SKU_0047,STORE_08,2
SKU_0047,STORE_09,2
SKU_0047,STORE_16,1
SKU_0047,STORE_10,2
SKU_0047,STORE_11,1
SKU_0047,STORE_12,2
SKU_0047,STORE_13,2
SKU_0047,STORE_17,2
SKU_0047,STORE_14,1
SKU_0048,STORE_01,2
SKU_0048,STORE_02,2
SKU_0048,STORE_03,1
SKU_0048,STORE_04,2
SKU_0048,STORE_05,2
SKU_0048,STORE_06,1
SKU_0048,STORE_07,1
SKU_0048,STORE_15,1
SKU_0048,STORE_08,1
SKU_0048,STORE_09,2
SKU_0048,STORE_16,1
SKU_0048,STORE_10,1
SKU_0048,STORE_11,1
SKU_0048,STORE_12,1
SKU_0048,STORE_13,1
SKU_0048,STORE_17,2
SKU_0048,STORE_14,1
SKU_0049,STORE_01,2
SKU_0049,STORE_02,1
SKU_0049,STORE_03,2
SKU_0049,STORE_04,2
SKU_0049,STORE_05,2
SKU_0049,STORE_06,1
SKU_0049,STORE_07,2
SKU_0049,STORE_15,2
SKU_0049,STORE_08,1
SKU_0049,STORE_09,1
SKU_0049,STORE_16,2
SKU_0049,STORE_10,2
SKU_0049,STORE_11,1
SKU_0049,STORE_12,2
SKU_0049,STORE_13,2
SKU_0049,STORE_17,1
SKU_0049,STORE_14,2
SKU_0050,STORE_01,1
SKU_0050,STORE_02,1
SKU_0050,STORE_03,1
SKU_0050,STORE_04,1
SKU_0050,STORE_05,2
SKU_0050,STORE_06,1
SKU_0050,STORE_07,2
SKU_0050,STORE_15,2
SKU_0050,STORE_08,1
SKU_0050,STORE_09,2
SKU_0050,STORE_16,1
SKU_0050,STORE_10,1
SKU_0050,STORE_11,2
SKU_0050,STORE_12,2
SKU_0050,STORE_13,2
SKU_0050,STORE_17,1
SKU_0050,STORE_14,2
SKU_0051,STORE_01,2
SKU_0051,STORE_02,2
SKU_0051,STORE_03,2
SKU_0051,STORE_04,2
SKU_0051,STORE_05,2
SKU_0051,STORE_06,2
SKU_0051,STORE_07,2
SKU_0051,STORE_15,2
SKU_0051,STORE_08,2
SKU_0051,STORE_09,4
SKU_0051,STORE_16,2
SKU_0051,STORE_10,1
SKU_0051,STORE_11,3
SKU_0051,STORE_12,2
SKU_0051,STORE_13,3
SKU_0051,STORE_17,2
SKU_0051,STORE_14,4
SKU_0052,STORE_01,4
SKU_0052,STORE_02,4
SKU_0052,STORE_03,4
SKU_0052,STORE_04,3
SKU_0052,STORE_05,3
SKU_0052,STORE_06,3
SKU_0052,STORE_15,4
SKU_0052,STORE_08,4
SKU_0052,STORE_09,3
SKU_0052,STORE_16,3
SKU_0052,STORE_10,3
SKU_0052,STORE_11,4
SKU_0052,STORE_12,4
SKU_0052,STORE_13,4
SKU_0052,STORE_14,3
SKU_0053,STORE_01,1
SKU_0053,STORE_02,1
SKU_0053,STORE_03,2
SKU_0053,STORE_04,2
SKU_0053,STORE_05,2
SKU_0053,STORE_06,1
SKU_0053,STORE_07,2
SKU_0053,STORE_15,1
SKU_0053,STORE_08,2
SKU_0053,STORE_09,4
SKU_0053,STORE_10,1
SKU_0053,STORE_11,2
SKU_0053,STORE_12,1
SKU_0053,STORE_13,1
SKU_0053,STORE_17,1
SKU_0053,STORE_14,1
SKU_0054,STORE_01,2
SKU_0054,STORE_02,2
SKU_0054,STORE_03,1
SKU_0054,STORE_04,2
SKU_0054,STORE_05,1
SKU_0054,STORE_06,2
SKU_0054,STORE_07,2
SKU_0054,STORE_15,1
SKU_0054,STORE_08,1
SKU_0054,STORE_09,1
SKU_0054,STORE_10,2
SKU_0054,STORE_11,2
SKU_0054,STORE_12,1
SKU_0054,STORE_13,2
SKU_0054,STORE_17,1
SKU_0054,STORE_14,1
SKU_0055,STORE_01,2
SKU_0055,STORE_02,2
SKU_0055,STORE_03,2
SKU_0055,STORE_04,2
SKU_0055,STORE_05,2
SKU_0055,STORE_06,1
SKU_0055,STORE_07,1
SKU_0055,STORE_15,1
SKU_0055,STORE_08,2
SKU_0055,STORE_09,2
SKU_0055,STORE_10,2
SKU_0055,STORE_11,2
SKU_0055,STORE_12,2
SKU_0055,STORE_13,1
SKU_0055,STORE_17,1
SKU_0055,STORE_14,1
SKU_0056,STORE_01,2
SKU_0056,STORE_02,1
SKU_0056,STORE_03,1
SKU_0056,STORE_04,2
SKU_0056,STORE_05,1
SKU_0056,STORE_06,1
SKU_0056,STORE_07,2
SKU_0056,STORE_15,1
SKU_0056,STORE_08,2
SKU_0056,STORE_09,2
SKU_0056,STORE_10,1
SKU_0056,STORE_11,1
SKU_0056,STORE_12,1
SKU_0056,STORE_13,2
SKU_0056,STORE_17,2
SKU_0056,STORE_14,2
SKU_0057,STORE_01,1
SKU_0057,STORE_02,2
SKU_0057,STORE_03,1
SKU_0057,STORE_04,2
SKU_0057,STORE_05,1
SKU_0057,STORE_06,1
SKU_0057,STORE_07,1
SKU_0057,STORE_15,1
SKU_0057,STORE_08,1
SKU_0057,STORE_09,1
SKU_0057,STORE_10,2
SKU_0057,STORE_11,1
SKU_0057,STORE_12,1
SKU_0057,STORE_13,1
SKU_0057,STORE_17,1
